Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
Dead Pony,Speak of the Devil,32,0.431,0.777,7,-7.853,1,0.0494,0.000207,1.25E-05,0.105,0.361,76.027,215296,4,10
iann dior,Darkside,58,0.695,0.869,5,-6.914,1,0.0264,0.71,,0.343,0.92,123.991,154871,4,10
Idan Amedi,אני רוצה,45,0.632,0.499,2,-7.975,0,0.0313,0.788,,0.199,0.332,105.876,207020,4,9
Johnny Adams,This Time I'm Gone For Good,29,0.418,0.387,5,-11.79,0,0.0634,0.216,0.0127,0.142,0.361,202.033,280360,3,2
Lime Cordiale,On Our Own,57,0.705,0.692,9,-7.271,1,0.0303,0.00149,0.000193,0.137,0.772,125.933,216636,4,6
Isaac DaBom,תבטיחי לי,15,0.831,0.632,8,-8.875,0,0.13,0.139,2.71E-06,0.112,0.647,103.023,281477,4,9
Ghetts,IC3 (feat. Skepta) - Single Version,48,0.663,0.645,8,-7.977,1,0.398,0.443,,0.166,0.394,128.023,231107,4,5
Shivam Pathak,Ek Dil Ek Jaan,57,0.528,0.664,2,-7.262,1,0.0377,0.226,,0.121,0.109,97.893,3.6645,4,3
The Soft Cavalry,Dive,28,0.5,0.528,2,-10.051,1,0.0276,0.044,0.000243,0.0911,0.094,78,255385,4,6
Willie J Healey,Big Nothing,38,0.466,0.699,7,-6.101,1,0.0319,0.475,0.0065,0.221,0.716,190.384,142246,4,6
The Kinks,Lola - Remastered,57,0.468,0.839,9,-7.39,1,0.0365,0.459,0.461,0.151,0.935,151.842,242027,4,10
Suldusk,The Elm,38,0.601,0.439,4,-10.507,0,0.0253,0.43,0.00107,0.125,0.186,106.973,210834,4,8
Kurt Vile,Pretty Pimpin,63,0.566,0.663,8,-9.068,1,0.0278,0.0945,0.294,0.0915,0.762,91.108,298760,4,6
Yameii Online,Baby My Phone,70,0.427,0.666,5,-7.902,0,0.0415,0.176,0.229,0.0856,0.232,85.022,215771,4,9
Nikola Zolkiewska,Smoothness,55,0.325,0.164,,-17.19,0,0.0438,0.958,0.899,0.112,0.211,49.196,2.5641,3,7
The Rolling Stones,Gimme Shelter,,0.63,0.616,1,-8.128,0,0.0309,0.463,0.0408,0.173,0.509,118.65,4.51288333,4,10
Rod Stewart,The First Cut Is the Deepest,60,0.546,0.627,,-9.037,1,0.0244,0.316,0.00114,0.096,0.764,81.278,4.52,4,0
Jackie Hayes,eye 2 eye,48,0.638,0.666,4,-6.951,0,0.0392,0.00784,6.65E-05,0.314,0.651,131.962,185455,4,6
Jack Fruit,wrong but worth it,30,0.627,0.5,9,-9.615,0,0.046,0.0957,0.0385,0.522,0.353,120.025,178711,4,9
Phoria,Current,49,0.254,0.117,8,-21.35,0,0.0376,0.964,0.875,0.111,0.0447,78.533,350974,4,1
Shocking Blue,Inkpot,37,0.655,0.648,4,-8.708,1,0.0345,0.102,,0.0946,0.712,125.603,159000,4,2
James Bay,If You Ever Wanna Be In Love - James Bay Spotify Session 2015,66,0.68,0.315,11,-8.425,1,0.0391,0.913,,0.712,0.361,117.614,3.94645,4,0
Elliott Ok,72,14,0.398,0.338,7,-10.084,1,0.0304,0.328,0.0319,0.099,0.188,135.75,222906,4,6
The Zombies,Time of the Season - Mono Version,66,0.537,0.7,4,-6.852,0,0.0366,0.142,1.58E-06,0.383,0.695,117.111,214027,4,10
AC/DC,Big Gun,59,0.569,0.901,9,-5.197,1,0.0544,0.00555,0.26,0.16,0.839,133.194,259413,4,8
Webb Pierce,There Stands The Glass,20,0.524,0.176,3,-11.14,1,0.0345,0.911,,0.366,0.676,115.996,146000,4,10
Swamp Dogg,Please Let Me Go Round Again,34,0.716,0.33,,-13.283,1,0.046,0.193,2.94E-05,0.124,0.572,139.927,280840,4,6
The Pale White,Wisdom Tooth,29,0.441,0.884,,-4.319,1,0.104,0.00408,0.000812,0.406,0.468,129.931,171107,4,10
Machine Gun Kelly,forget me too (feat. Halsey),80,0.654,0.875,1,-4.845,1,0.0744,0.000417,0.0086,0.194,0.522,99.975,171621,4,10
Wallice,Hey Michael,60,0.759,0.636,4,-6.387,1,0.0473,0.0386,0.000117,0.643,0.921,120.019,179852,4,6
Tim Montana,Be A Cowboy,49,0.512,0.885,11,-3.558,1,0.0359,0.0208,,0.101,0.47,85.017,201707,4,10
Low (Acoustic),Angel Snow,33,0.557,0.264,9,-10.625,1,0.028,0.874,1.16E-05,0.0984,0.433,77.099,3.445166667,4,0
Johnny Cash,Big River,54,0.632,0.559,5,-10.49,1,0.0674,0.854,0.000103,0.127,0.884,182.942,151427,4,10
LILHUDDY,The Eulogy of You and Me,64,0.513,0.848,4,-4.644,1,0.0676,0.000161,,0.336,0.394,143.968,183362,4,9
BTS,Butter,,0.759,0.459,8,-5.187,1,0.0948,0.00323,,0.0906,0.695,109.997,164442,4,9
Shimi Tavori,עוד סיפור אחד של אהבה,29,0.477,0.342,,-13.44,1,0.0273,0.304,,0.206,0.346,84.871,252467,4,9
The Wallflowers,Sleepwalker,44,0.534,0.892,4,-5.04,0,0.028,0.000697,,0.109,0.749,128.834,211027,4,10
Five Finger Death Punch,"Blue On Black (feat. Kenny Wayne Shepherd, Brantley Gilbert & Brian May)",58,0.45,0.872,7,-4.91,1,0.0353,0.0018,1.61E-05,0.0833,0.396,156.059,274615,4,8
2 Chainz,Grey Area,70,0.897,0.767,11,-4.544,1,0.0959,0.0679,0.000364,0.129,0.675,134.913,171838,4,5
Faze Miyake,Stay Woke,2,0.655,0.438,,-11.276,1,0.0433,0.012,0.648,0.222,0.557,148.018,174724,4,5
Jess Locke,Universe,28,0.653,0.543,11,-7.154,0,0.026,0.0852,5.37E-06,0.295,0.419,97.029,219753,4,6
Jeremy Zucker,emily,66,0.551,0.249,,-11.392,1,0.06,0.68,0.0022,0.112,0.257,156.02,233747,3,9
Wild Pink,The Shining but Tropical,40,0.501,0.792,4,-7.31,1,0.0255,0.00708,0.00318,0.67,0.645,88.014,291613,4,1
Jeezy,And Then What,33,0.75,0.723,,-5.452,1,0.231,0.00829,,0.0588,0.747,170.006,245480,4,5
"Mukesh, Lata Mangeshkar",Begani Shadi Men Abdulla Diwana,17,0.715,0.446,4,-10.887,0,0.0591,0.908,0.000198,0.427,0.932,102.673,3.61555,4,3
Passion Pit,Take a Walk,71,0.566,0.755,11,-5.526,1,0.0368,0.0338,,0.315,0.445,101.006,264493,4,6
Shawnna,Gettin' Some,47,0.823,0.586,4,-6.044,0,0.336,0.0901,,0.0605,0.611,78.054,202760,4,5
Walter Wolfman Washington,Landslide,18,0.705,0.811,11,-5.483,0,0.133,0.27,0.0248,0.0233,0.549,97.938,313813,4,2
Jamestown Revival,Prospector's Blues,45,0.529,0.652,4,-7.592,1,0.0348,0.607,,0.0893,0.486,76.052,239733,4,1
Second to Sun,Marsch der Wölfe,28,0.313,0.933,2,-4.574,1,0.062,4.82E-06,0.139,0.717,0.0958,76.01,315790,4,8
Baby Keem,durag activity (with Travis Scott),80,0.89,0.701,,-5.712,0,0.342,0.00306,3.06E-06,0.0895,0.505,80.462,225020,4,5
Armon,Hot Summer,8,0.352,0.648,9,-7.426,1,0.0375,0.37,0.432,0.27,0.36,82.436,349822,4,6
Long Distance Calling,Hazard,34,0.287,0.77,2,-7.477,1,0.0546,0.000483,0.445,0.0519,0.293,71.072,368973,4,8
The Jungle Giants,Treat You Right,56,0.664,0.759,9,-4.926,0,0.0428,0.0169,0.0025,0.179,0.771,160.023,221466,4,9
Sha Na Na,At the Hop - Live at Woodstock,22,0.294,0.923,4,-12.239,0,0.212,0.198,0.000128,0.992,0.208,135.384,184787,4,10
Wallice,23,55,0.576,0.597,5,-4.974,1,0.0391,0.22,,0.0914,0.614,133.686,164782,4,6
Dead by April,Let It Go,51,0.42,0.937,,-2.672,0,0.152,0.00938,,0.166,0.412,156.059,191154,4,8
Beck,Dreams,59,0.582,0.938,1,-5.726,0,0.0392,0.000733,0.0202,0.0841,0.8,113.999,314487,4,6
The Killers,Mr. Brightside,82,0.352,0.911,1,-5.23,1,0.0747,0.00121,,0.0995,0.236,148.033,222973,4,10
"Hemanth Bhagavath, Vignesh Prabhu, Swayam Prakash Prabhu",Jog Fusion,13,0.645,0.504,9,-13.495,1,0.145,0.974,0.786,0.23,0.511,124.904,4.725,4,0
Parker Millsap,Hades Pleads,48,0.568,0.632,9,-6.958,1,0.161,0.0245,0.000246,0.401,0.711,164.823,156107,4,10
bbno$,bad to the bone,67,0.95,0.574,11,-7.969,0,0.251,0.0973,0.000274,0.0801,0.656,106.042,141509,4,9
No sé a quién matar,No Sé a Quién Matar,34,0.561,0.704,9,-6.062,1,0.0232,0.0412,0.857,0.217,0.678,98.99,219475,4,6
AWOLNATION,The Best (feat. Alice Merton),53,0.645,0.86,2,-5.041,0,0.031,0.128,0.00517,0.0929,0.04,111.029,223320,4,10
Bruce Springsteen,Ghosts,58,0.532,0.736,11,-6.901,1,0.0383,0.000146,0.000961,0.292,0.656,125.105,354813,4,10
Jamie O'Neal,When I Think About Angels,46,0.507,0.843,11,-3.421,1,0.108,0.274,,0.295,0.504,193.708,3.04355,4,4
Braid,Killing A Camera,32,0.39,0.885,11,-6.98,0,0.0549,0.0014,2.11E-05,0.371,0.592,83.661,153800,4,10
Rekha Bhardwaj,Badi Dheere Jali,25,0.439,0.364,10,-10.723,1,0.0341,0.877,0.007,0.0776,0.111,80.202,7.023266667,4,0
Tyla Yaweh,All the Smoke (feat. Gunna & Wiz Khalifa),71,0.712,0.822,6,-3.728,0,0.131,0.0321,,0.239,0.469,91.011,211237,4,5
JunkBunny,Another Summer Song,27,0.343,0.85,1,-7.51,1,0.0567,5.37E-05,5.01E-05,0.0905,0.437,161.794,230747,4,10
Lisa Mann,"Hard Times, Bad Decisions",29,0.624,0.849,11,-4.261,0,0.0358,0.0862,5.30E-05,0.362,0.717,94.066,271867,4,2
Kylie V,On My Mind,30,0.605,0.428,6,-7.93,1,0.0261,0.685,0.00924,0.201,0.228,152.969,260013,4,1
Hazvuvim,זרזירים,14,0.682,0.749,4,-10.759,0,0.0435,0.00883,0.00166,0.12,0.686,117.871,330493,4,10
Illinois Jacquet,Port Of Rico,34,0.769,0.25,,-11.141,1,0.0556,0.711,0.0823,0.0855,0.615,127.147,164573,4,2
The Walkmen,The Rat,57,0.167,0.921,6,-4.881,0,0.061,0.000141,0.0716,0.239,0.315,168.225,262227,4,6
OK Go,This Too Shall Pass,43,0.43,0.669,5,-3.398,1,0.0448,5.07E-05,0.0105,0.121,0.417,160.001,188120,4,10
Half the Animal,Magic,43,0.539,0.654,1,-6.454,0,0.0813,0.0296,1.49E-06,0.0595,0.511,170.138,210820,5,10
bloody/bath,Arp-87,37,0.527,0.878,1,-4.932,1,0.0561,0.2,0.876,0.104,0.198,152.017,169728,4,6
Evolution Empire,Fist of God,,0.568,0.981,7,-5.161,1,0.0835,0.000322,0.0354,0.133,0.183,122.04,224028,4,10
Donny Hathaway,"To Be Young, Gifted and Black",,0.408,0.242,,-15.35,1,0.0328,0.538,0.0706,0.0931,0.364,131.152,410257,3,5
Fontaines D.C.,Too Real,46,0.495,0.96,4,-6.235,0,0.061,0.0281,1.05E-05,0.111,0.182,172.808,248409,4,1
Lowertown,Tourist Trap,32,0.516,0.698,,-8.008,1,0.031,0.00741,0.0087,0.575,0.227,84.014,181397,4,9
Eyal Golan,צאי אל החלון,31,0.619,0.893,,-7.089,0,0.0438,0.0784,2.13E-05,0.291,0.939,104.014,242293,4,9
DaBaby,8 Figures (feat. Meek Mill),56,0.703,0.555,8,-8.199,1,0.382,0.0382,,0.246,0.702,177.205,178949,4,5
Monolink,Harlem River,51,0.845,0.429,1,-11.706,0,0.0973,0.183,0.267,0.0727,0.443,116.007,277609,4,6
The Beaches,Give It Up,41,0.691,0.62,6,-3.339,0,0.0455,0.0129,0.000686,0.0821,0.552,109.027,179973,4,10
Dua Lipa,"I'm Not the Only One - Live from Spotify, London",65,0.455,0.265,5,-8.468,1,0.0491,0.861,,0.685,0.324,176.036,3.264,4,0
Suli Breaks,Adulthood,22,0.885,0.517,4,-12.067,0,0.5,0.186,,0.446,0.705,110.012,178909,4,5
Malfunkshun,Jezebel Woman,42,0.217,0.736,9,-7.309,0,0.0409,0.000689,2.46E-06,0.0821,0.246,130.404,271333,4,10
George Harrison,Give Me Love (Give Me Peace On Earth),62,0.373,0.57,5,-11.56,1,0.0441,0.497,0.0124,0.128,0.631,81.28,215693,4,10
Mavi Phoenix,Grass And The Sun,46,0.818,0.459,8,-10.073,1,0.0399,0.916,0.906,0.111,0.246,110.126,174545,4,6
Jade Bird,I Get No Joy,43,0.673,0.722,5,-5.497,1,0.0855,0.364,,0.0605,0.717,91.962,162070,4,1
King of Asgard,Ammobiærg,26,0.0809,0.993,2,-4.093,1,0.163,5.49E-05,0.932,0.183,0.0397,70.972,483440,1,8
Middle Kids,Cellophane (Brain),34,0.545,0.421,,-7.201,1,0.0276,0.0469,2.28E-06,0.214,0.314,149.955,210133,4,6
Touché Amoré,Reminders,40,0.352,0.927,8,-8.144,1,0.11,6.90E-05,4.48E-05,0.0409,0.355,98.336,183338,4,10
Misplaced,idk why i try,33,0.495,0.949,1,-3.789,1,0.0407,4.20E-05,0.711,0.438,0.683,105.013,187571,4,10
The Maccabees,Precious Time,,0.339,0.821,7,-5.549,1,0.143,0.048,,0.0938,0.428,169.541,259787,4,6
Pote Baby,In The Kitchen,51,0.881,0.475,1,-8.794,1,0.5,0.303,,0.229,0.615,146.931,182870,4,5
Run–D.M.C.,It's Tricky,73,0.965,0.857,11,-8.458,0,0.17,0.00131,,0.0726,0.951,127.656,183760,4,9
Darkcell,Burn the Witches,33,0.486,0.975,,-4.016,1,0.11,0.00177,1.51E-05,0.929,0.131,105.005,281838,4,8
Journers,Yok Mu ?,28,0.485,0.706,9,-7.165,1,0.0333,0.00782,0.000568,0.108,0.349,135.954,274750,4,10
Miss May I,Shadows Inside,56,0.381,0.969,10,-4.956,0,0.141,4.59E-06,1.47E-05,0.143,0.338,179.987,236549,4,8
wave to earth,daisy.,33,0.442,0.576,6,-5.611,0,0.0321,0.362,9.77E-06,0.308,0.643,202.081,218500,4,10
Fallen,Tolo,30,0.538,0.507,2,-11.016,1,0.0312,0.029,0.264,0.354,0.169,103.021,4.065783333,4,0
Greta Van Fleet,Age of Machine,63,0.222,0.807,7,-4.738,1,0.045,0.000696,0.00844,0.0801,0.106,136.344,413524,4,10
Godsticks,Victim - Edit,24,0.292,0.775,4,-6.192,0,0.0488,0.00796,1.98E-06,0.111,0.368,150.475,333137,4,10
Jan & Dean,Surf City - Remastered 1990/Stereo Remix,45,0.469,0.647,8,-13.913,1,0.0315,0.595,1.65E-06,0.339,0.942,147.878,163027,4,10
The Pharcyde,Drop,56,0.853,0.754,10,-7.158,0,0.259,0.335,6.21E-06,0.252,0.69,95.081,334467,4,5
Justus Bennetts,Nightstand,60,0.669,0.648,5,-4.66,1,0.067,0.34,,0.314,0.616,80.974,161747,4,9
Salt-N-Pepa,Push It,68,0.913,0.596,11,-12.477,0,0.0707,0.00658,0.00349,0.078,0.973,127.215,272133,4,9
Jake Milliner,Juno,35,0.811,0.453,6,-9.54,0,0.0948,0.438,0.853,0.345,0.605,93.014,207250,4,1
21 Savage,Runnin,80,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,195906,4,5
George Moir,Baked Beans,35,0.663,0.604,11,-5.252,1,0.186,0.367,0.000269,0.134,0.567,82.536,177000,4,6
Amber Run,Neon Circus,38,0.486,0.908,2,-4.43,1,0.0369,0.0023,0.24,0.389,0.241,89.991,216667,4,10
Whitney,Strange Overtones,52,0.728,0.572,2,-10.043,1,0.0348,0.242,4.10E-05,0.102,0.744,110.346,206995,4,6
P.O.D.,Boom - 2006 Remaster,50,0.563,0.924,2,-5.567,1,0.0734,0.00156,1.15E-06,0.0468,0.539,90.928,187240,4,10
Monster Magnet,Powertrip,49,0.522,0.853,11,-5.861,1,0.0383,7.44E-05,0.582,0.131,0.637,140.727,211440,4,8
Press Club,Behave,26,0.447,0.949,4,-4.245,0,0.0841,0.000283,2.40E-05,0.132,0.364,104.724,197263,4,1
The Futureheads,The Beginning Of The Twist,43,0.42,0.988,5,-2.622,1,0.157,0.00164,,0.286,0.353,155.993,216040,4,6
Gorgoroth,Begravelsesnatt,35,0.17,0.98,7,-12.697,1,0.0652,2.48E-06,0.852,0.515,0.0504,144.475,153240,4,8
YONAKA,Call Me a Saint,56,0.503,0.685,9,-6.48,0,0.0423,0.0421,,0.0674,0.508,146.997,200067,4,10
Fleetwood Mac,The Chain - 2004 Remaster,82,0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,270213,4,10
Arik Einstein,מדוע הילד צחק בחלום,23,0.409,0.231,1,-15.002,1,0.0353,0.451,1.02E-05,0.084,0.125,116.036,253000,4,10
Mohammed Rafi,Dekhi Zamane Ki Yaari,9,0.261,0.14,6,-15.33,1,0.0412,0.983,0.69,0.116,0.188,72.286,9.006,4,3
Pinkshinyultrablast,Songs,42,0.12,0.87,9,-6.984,1,0.0995,0.0018,0.815,0.0834,0.0536,179.815,950210,3,6
"Britney Spears, Tinashe",Slumber Party (feat. Tinashe),,0.752,0.784,,-4.942,1,0.0753,0.322,,0.11,0.464,135.039,3.558916667,4,9
Migrant Motel,New Religion,35,0.571,0.405,1,-8.907,1,0.025,0.00157,0.000991,0.0911,0.398,72.974,184000,4,10
Bleachers,Stop Making This Hurt,54,0.691,0.864,,-7.206,1,0.0417,0.0766,,0.0853,0.756,109.201,199627,4,1
John Denver,"Take Me Home, Country Roads",,0.456,0.383,9,-9.516,1,0.0263,0.715,,0.127,0.67,82.026,3.167333333,4,4
Teenage Wrist,Earth Is A Black Hole,47,0.553,0.902,11,-4.35,0,0.0588,0.00286,,0.2,0.572,132.089,175577,4,10
"Atif Aslam, Tulsi Kumar",Paniyon Sa,54,0.523,0.768,,-4.953,0,0.0566,0.447,0.000226,0.0833,0.669,75.03,3.937333333,4,3
Radiohead,Just,63,0.291,0.767,7,-6.913,0,0.0862,0.000401,0.012,0.0763,0.359,175.702,234800,4,1
Red Fang,Arrows,46,0.187,0.913,7,-8.185,1,0.0558,0.224,0.843,0.102,0.344,156.715,232980,4,10
Omer Adam,יעשו לנו כבוד,44,0.767,0.498,11,-5.995,1,0.376,0.566,,0.325,0.61,129.919,201500,4,9
INXS,Listen Like Thieves,,0.567,0.919,7,-4.425,1,0.0713,0.0108,0.0106,0.0819,0.593,116.033,3.77245,4,10
The Devil and the Almighty Blues,The Ghosts of Charlie Barracuda,40,0.298,0.584,11,-7.257,1,0.0322,0.0435,0.328,0.1,0.388,143.927,466382,3,10
Will Paquin,Chandelier,62,0.331,0.5,2,-9.119,0,0.0514,0.677,6.61E-06,0.116,0.421,86.963,127465,4,6
David Shaul,רק תגידי,25,0.538,0.362,,-8.97,1,0.0258,0.463,,0.177,0.24,76.045,251194,4,10
Pixies,Debaser,64,0.489,0.913,5,-9.152,0,0.0479,0.00015,0.709,0.0703,0.539,135.756,171747,4,1
Sha Na Na,Silhouettes - Live at Woodstock,21,0.4,0.682,5,-11.927,1,0.0563,0.183,0.000803,0.803,0.778,117.528,177640,1,10
Electric Light Orchestra,Mr. Blue Sky,81,0.388,0.338,10,-10.054,1,0.0329,0.652,3.73E-06,0.248,0.478,177.765,303373,4,9
Rat Tally,Shrug,26,0.446,0.373,,-9.192,1,0.0312,0.0949,2.13E-06,0.116,0.201,144.073,151257,4,6
Johnny Cash,Man in Black,57,0.676,0.58,5,-14.217,1,0.0506,0.589,0.000145,0.218,0.89,95.358,2.883116667,4,4
Mötley Crüe,"Girls, Girls, Girls",71,0.6,0.931,7,-4.647,1,0.0734,0.0296,7.10E-05,0.392,0.542,140.123,270427,4,9
Ravid Plotnik,מוזיקה טובה (נצ'י נצ'),38,0.646,0.559,7,-6.751,1,0.181,0.128,,0.167,0.648,85.444,201173,4,5
Lauv,I Like Me Better,83,0.752,0.505,9,-7.621,1,0.253,0.535,2.55E-06,0.104,0.419,91.97,197437,4,9
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",82,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25E-06,0.0925,0.341,136.571,281613,4,10
Willie Dixon,Little Red Rooster,48,0.584,0.278,4,-18.566,1,0.0312,0.55,0.21,0.255,0.75,81.712,215027,4,2
Hollow,Caterpillar,44,0.401,0.764,1,-5.476,1,0.145,0.00705,0.000142,0.0506,0.109,99.949,205200,4,10
Stick Figure,World on Fire (with Slightly Stoopid),51,0.866,0.518,,-7.372,1,0.0457,0.303,0.0512,0.104,0.644,141.01,240029,4,10
N.Flying,Pardon?,33,0.583,0.981,4,-0.741,1,0.102,0.0701,,0.187,0.907,145.021,169173,4,10
Life On Venus,What Lies Beneath,39,0.433,0.676,8,-5.953,1,0.0304,0.000364,0.531,0.101,0.404,133.957,233731,4,10
"Pritam, Arijit Singh","Shayad (From ""Love Aaj Kal"")",64,0.487,0.456,8,-7.144,1,0.0319,0.789,1.79E-06,0.141,0.348,136.088,4.13235,4,3
The Robert Cray Band,Phone Booth,2,0.575,0.838,4,-11.252,0,0.0534,0.0297,0.0836,0.974,0.488,113.303,278693,4,2
Ivri Lider,הייתי כאן,35,0.37,0.411,4,-9.684,1,0.032,0.627,,0.108,0.169,106.773,263034,4,9
Sammy Hagar,Give To Live,40,0.423,0.63,2,-9.778,1,0.0312,0.0129,5.86E-06,0.0479,0.393,153.945,4.40155,4,10
My Morning Jacket,Circuital,29,0.44,0.505,10,-9.517,1,0.031,0.22,0.413,0.129,0.501,102.354,439680,4,10
Kansas,Carry on Wayward Son,75,0.482,0.786,7,-5.735,1,0.032,0.00321,8.88E-05,0.446,0.793,126.755,5.38333333,4,10
Rita Ora,Your Song - Acoustic,55,0.846,0.559,6,-4.306,1,0.0644,0.109,,0.0445,0.721,114.037,3.03178333,4,0
Russell Dickerson,Every Little Thing,2,0.638,0.854,1,-4.664,1,0.11,0.216,,0.0357,0.859,93.869,3.177333333,4,4
Dilated Peoples,Work The Angles,47,0.656,0.767,11,-7.032,0,0.321,0.191,,0.641,0.739,181.33,240667,4,5
Veil Of Maya,Viscera,56,0.537,0.96,2,-3.705,1,0.0594,0.000175,4.25E-06,0.0892,0.382,137.986,220000,4,8
Kenny Neal,Hooked On Your Love,13,0.576,0.693,9,-9.936,1,0.0374,0.546,0.109,0.186,0.908,159.786,285093,3,2
Look What You've Done,Ron Pope,39,0.57,0.571,7,-7.282,1,0.0291,0.00995,0.000181,0.133,0.25,134.012,3.746266667,4,0
Monster Magnet,Learning to Die,40,0.253,0.802,9,-6.866,1,0.0495,0.00192,0.148,0.398,0.279,160.099,387936,4,8
Flõstate,Dream Dance,27,0.318,0.359,9,-8.549,0,0.0305,0.681,0.00799,0.0951,0.0397,127.747,227333,3,9
Florence + The Machine,Ship To Wreck,59,0.564,0.923,9,-3.843,0,0.0325,0.00147,,0.277,0.587,141.991,234526,4,10
Waterparks,Numb,56,0.61,0.974,6,-3.407,1,0.166,0.000625,1.20E-06,0.429,0.71,125.077,146897,4,10
YSN Flow,Money Man,48,0.8,0.52,5,-7.251,0,0.328,0.175,,0.326,0.599,120.244,143998,4,5
Gotye,Somebody That I Used To Know,80,0.865,0.521,,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,244885,4,9
Bun B,Get Throwed,56,0.704,0.803,7,-4.77,1,0.351,0.165,,0.54,0.529,124.087,233840,4,5
TOOL,Pneuma,65,0.415,0.53,9,-9.338,0,0.0314,0.00209,0.75,0.11,0.0586,114.174,713192,1,8
Yungeen Ace,All in All,53,0.553,0.667,7,-6.686,0,0.214,0.266,,0.0679,0.366,131.18,124000,5,5
The Strokes,Last Nite,72,0.624,0.91,,-5.703,1,0.0297,0.0285,0.000198,0.0789,0.767,104.042,193051,4,6
Fleetwood Mac,Hellhound on My Trail,26,0.451,0.0589,,-16.082,1,0.0361,0.954,0.00473,0.1,0.266,64.826,125293,4,2
The Standells,Dirty Water,46,0.62,0.781,9,-5.938,1,0.0379,0.181,,0.187,0.864,144.707,167253,4,6
Van Halen,And the Cradle Will Rock... - 2015 Remaster,51,0.509,0.928,2,-5.833,1,0.0329,0.189,1.41E-06,0.269,0.736,107.921,213150,4,10
Miranda Lambert,The House That Built Me,66,0.525,0.3,5,-8.005,1,0.0286,0.578,8.30E-06,0.116,0.206,80.993,3.943783333,4,4
Airbourne,Runnin' Wild,65,0.503,0.96,10,-2.672,1,0.0626,9.25E-05,0.578,0.274,0.489,162.022,218040,4,8
The Fall,Fiery Jack - Bonus Track,30,0.704,0.917,1,-7.902,0,0.122,9.12E-05,0.00546,0.0459,0.336,110.606,283947,4,6
Haley Reinhart,Free As a Bird,27,0.498,0.28,11,-11.026,0,0.0261,0.955,0.155,0.149,0.189,76.078,268328,3,10
The Last Poets,When The Revolution Comes,28,0.669,0.567,8,-12.381,0,0.335,0.614,,0.246,0.909,81.93,150867,4,5
Code Orange,Bleeding In The Blur,41,0.529,0.908,,-5.405,1,0.0522,2.46E-05,0.947,0.0942,0.183,126.032,244693,4,8
Pixies,Here Comes Your Man,69,0.669,0.795,2,-10.865,1,0.0285,0.00772,0.0781,0.401,0.882,124.594,201187,4,6
John Mayer,Slow Dancing in a Burning Room - Acoustic,55,0.611,0.313,4,-10.242,1,0.0339,0.835,0.000315,0.111,0.378,134.858,3.87845,3,0
Foreign Air,Monsters,50,0.552,0.673,9,-4.9,0,0.0298,0.00553,,0.114,0.174,89.993,224053,4,9
Sad Night Dynamite,Smoke Hole,52,0.835,0.523,3,-7.227,0,0.0459,0.00536,0.137,0.157,0.588,100.026,167613,4,1
Julian Lynch,Contribution to the Catalog of Spatial and Temporal Events,23,0.912,0.182,9,-22.639,0,0.0786,0.995,0.952,0.103,0.972,96.014,214788,4,6
Einherjer,West Coast Groove,28,0.489,0.95,4,-8.544,1,0.0397,1.50E-05,0.707,0.477,0.602,75.997,247387,4,8
Kris Barras Band,Ignite (Light It Up),37,0.604,0.818,6,-6.083,1,0.0379,0.00335,0.00103,0.0411,0.697,102.993,196104,4,2
Honey Lung,Sophomore,36,0.399,0.744,7,-8.303,1,0.0455,8.44E-05,0.0335,0.0497,0.125,91.918,353956,4,6
Heart of Somebody,Caroline Spence,,0.631,0.461,11,-7.912,1,0.0246,0.417,1.64E-05,0.099,0.455,105.872,3.534216667,4,0
The Alchemist,Stained Glass (feat. Westside Gunn),35,0.698,0.644,1,-8.554,0,0.321,0.562,,0.567,0.374,145.868,110147,4,5
Miri Mesika,אשה חרסינה,28,0.526,0.622,7,-5.492,0,0.0374,0.536,1.97E-05,0.251,0.224,123.958,249852,4,9
Rick Wakeman,Catherine Of Aragon,39,0.351,0.307,3,-12.071,1,0.0336,0.433,0.85,0.328,0.0951,105.092,229147,4,10
